|Description|CompanyName|Count|Type|Complexity
63|" Background:
Indian market for pharmaceuticals is predominantly branded generics. Doctors write the brand name of the drug rather than the active ingredient name. (Eg. NISE instead of Nimesulide, or Crocin instead of Paracetamol). Apart from OTC (Over the Counter Drugs) a health care practitioner (Doctor) can only prescribe a medicine. Hence the end consumer is not the decision maker.
To increase revenue all the pharmaceutical companies strive to get mind share of the doctor so that for a particular drug their brand is at the top of the evoked set. It is against the law to provide any direct inducement to the doctor to prescribe a certain brand.
Hence, pharmaceutical companies send Medical Representatives (MR) to the doctor frequently to ensure the doctor is reminded of the brand / Brand Recall. Medical representatives also provide information to the doctors on new product launch, new packaging or other information about the brand. They also inform the doctor about the brand availability at the local pharmacy stores. There are multiple theories on why a doctor prescribes a certain brand. One theory is that doctor prescribes a brand because they trust the quality. Another theory is that they have a certain evoked set of brands and divides the prescriptions arbitrarily based on the brand that comes to their mind. Another theory is that doctor prescribes a brand because of personal working relationship or even in some cases out of sympathy due to general longer waiting time of MRs to meet him/her.
Medical representative gets very small share of the doctor's time. Usually the interaction lasts from 30 seconds to 5 minutes. Medical representatives have to spend a lot of time waiting for the doctor's time or travelling from one clinic/hospital to another. Pharma companies have to employ a huge force of Medical Representatives to ensure reach to doctors. However, this is very expensive to scale up.
 
Objective:
To enable 10 X growth in prescriptions with digital technology as an enabler
 
Guidance:
•             Solution should have measurable key performance indicators (KPI)
•             KPI should be clearly linked to the goal of generating prescriptions.
•             Solution should be scalable
•             No part of Solution should include any direct inducement to the doctor (Eg. Commission or direct material favours)
•             You might want to narrow down the problem into sub parts or address all separately. You can address one or more of the following  :
•             Increasing the effectiveness of the Interaction between doctor and MR
•             Enabling the same MR team to reach more doctors
•             Enable reach to doctors without MR through digital means (Doctors not getting covered by MR visits)
•             At least one example of the experience journey should be provided in the solution where you provide the details of how your solution will change a day in life of the Doctor and a MR etc
•             The 10 X growth is kept as a framework so that that you don’t provide an incremental solution which cannot be scaled."|Dr Reddy's Labs|1.0|Healthcare & Biomedical Devices|Complex
64|" Power Transformer is an important and vital equipment for Power Supply System in a transmission grid. It’s back -down leads to commercial losses and inconvenience to the public.

•	Today, we have a vast transmission network with lakhs of power transformer in the grid. The Power transformer fleet is maintained by each state utility in its domain. The failure rate of transformer has been a matter of concern and it is attributable mainly to the maintenance of the transformer.

•	There are good practices of maintenance- both preventive and predictive. 

Predictive maintenance has gone far ahead in terms of knowledge and technology today in the area of power transformer and we have condition monitoring equipment, both off-line and on-line.

•	It is proved over a period of time that these condition monitoring predictive maintenance has saved million of Rupees for utility and successfully provided uninterrupted power supply.

•	Inspite of having advance off-line and on-line condition monitoring, it is quite challenging for utility to precisely look at each and every transformer. In a way, it is manual assessment. Utility is like to miss the right time intervention to take corrective action based on condition monitoring data recorded in the off-line and on-line monitoring equipment.

With above background, following software is required:-

Like a health check in human being on regular basis, one can know the health parameters and recommend the required medicine and remedial actions to overcome the development and worsening of health. The similar concept is proposed for power transformer fleet. The recorded off-line and on-line condition monitoring parameters will be the base to work-out the health index of each transformer. It will be done by assigning a grade depending on the impact of each condition monitoring parameters. The final health index value of each transformer has to be worked out based on all conditions monitoring attributes. We need to develop a software which will have transformer fleet data base and give a health index of each transformer based on off-line and on-line condition monitoring attributes fed to the software on regular basis.

Benefits: 1) Utility will be able to predict the pre-matured failure of transformer and take corrective action
2) Plan predictive maintenance investment based on health index of each transformer.
3) In totality, it will ensure uninterrupted power supply and save millions of Rupees against replacement of failed transformers."|SkipperSeil|0.0|Software - Mobile App development|Complex
65|" Traditional (conventional) sources of power generation are Thermal (Coal), Hydro, Gas and Nuclear, but they are depleting and causing carbon emission. Many countries are taking harsh decision to close down thermal and nuclear. An alternative source, catching the attention of everyone is renewable energy from Solar and wind, which require no fuel and abundantly available according to geographical location.
However, it has its own characteristic and throw upon challenges to integrate into transmission and distribution grid. 
Solar Energy
1. Solar Energy is available only during daytime and quantum of power varies according to time in bell shape form. This bell shape will change according to season.
2. Solar Energy is variable in the cloudy weather conditions.
Wind Energy
1. Though available throughout the year. Wind potential varies location to location (that’s why installed in specific areas mostly in remote locations) and season to season.
2. Wind is variable, intermittent and unpredictable during 24 hrs. of the day.
Location wise wind potential makes the task of transmission and distribution utility/grid operation more difficult in absence of local consumption as well as adequate network.
Wind Energy is at peak during monsoon. This is the season when power demand is low. Grid operation has a challenge of handling the excess renewal energy. Grid operation is planned day ahead by taking supply (generator) and demand (utility) commitment. Grid operator is bound to control supply-demand balance to maintain frequency, but it becomes challenging when wind energy is accounted as part of supply in the day ahead planning due to variable and intermittent nature of wind. Grid operator is compelled to back-down conventional sources of generation to minimum level (inefficient operation) for load balancing.
With above background of renewable energy generation, there is need of software solution/modes in the hands of grid operator to predict solar and wind energy generation day ahead as well as during grid operation on hourly basis to guide them for load management.
Benefits: Right solar and wind energy prediction model will enable grid operator to plan dispatches and manage load balancing and efficient operation of power plant."|SkipperSeil|1.0|Software - Mobile App development|Complex
66|" A gaming application required which will create a simulated business environment. This will be played along with other contestants. Some real life scenarios, decision making, impact of the decisions is imbedded into the application. Also, responses of various other contestants to similar situations can be shown as a learning.
This can also gauge their appetite for risk and expansion."|deAsra|2.0|Software - Mobile App development|Complex
67|" 1.	Intelligent Range Estimator with Real Time Traffic Information
Description: In case of EV, the range of the vehicle is the most important and critical information for the customer, which is influenced by the various factors like driving & usage patterns, operating environment and traffic conditions. By utilizing the real time traffic information, drive profile, and environmental conditions, an accurate prediction of algorithm to be developed to address the range anxiety.

2.	Smart Charging App for EV
Description: The major challenge of Indian EV customers is the lack of Charging Infrastructure and its integration into a common App. Smart Charging App developed on to a smart phone either using Android or IOS is to automatically identify the utility provider (charging station) along with rate cards within the specified zone. This is to reduce the wait time for EV charging by reserving the slot in advance. It is also used as a secured payment gateway.

3.	Universal EV Charging Adaptor
Description: Around the globe there are multiple charging protocols and standards followed for EV charging. CHAdeMO, IEC CCS, Bharat Charge Protocol-BCP and GBT are the few dominant fast charging systems. They are not interoperable. The objective of this project shall be to develop a universal EV charge hardware to be used with a vehicle having any of the referred standards. Charge the vehicle having any charging communication protocol."|Mahindra Electric|3.0|Smart Vehicles|Complex
68| Majority of the mobile machinery used in Road and Off Road applications have a mechanical power train transmitting power from engine to wheels or track. Mechanical power train typically consists of mail clutch / torque converter, gear box, differential, final drive. The gap between the torque and speed required at the wheels vs the torque and speed generated by the engine is bridged by the elements of power train. Power train components occupy volume inside the vehicle and also contribute for the weight while the transmission efficiency impacts the overall fuel efficiency of the vehicle. Power is drawn from the engine to drive the fan for cooling the heat generated in engine, transmission and hydraulic system, etc. Innovative power train concepts which can facilitate power transmission in heavy machinery like mining dump trucks are being solicited. The project is to propose alternative drive train concept for BEML make 100ton dump truck. The prime mover continues to be Engine and innovative solution is being looked at for the power train. Alternative concept should meet or exceed the drive performance requirements of the current power train while innovatively be able to reduce weight / volume and offer enhanced efficiency.|BEML|0.0|Smart Vehicles|Complex
69|" Problem Statement: Variation in loading pattern causing under utilization of vehicle capacity. lack of compatibility of load plan with vehicle capacity causing changes in load. Solution Required: Need to determine the compatibility of a load plan with a vehicle in optimized manner so as to accommodate maximum tyres with vehicle constraints (Weight & Volume). Results can advice under or over Utilization of available space.
Flexibility in planning to accommodate variation in vehicle dimensions / Chimney space etc.
Accommodate various loading patterns – Horizontal / vertical / cross loading.
Determine the optimal loading pattern with sequence."|Bridgestone|0.0|Miscellaneous|Complex
70| The Problem: Students working in isolation at different colleges and many a time on the same subject. Currently, there is no single effectively POPULAR working platform to connect students and faculty all over India. Solution: Develop a platform with POTENTIAL TO QUICKLY BECOME POPULAR amongst students and faculty to overcome the issue so that the students can upload their projects, share difficulties, help one another and share ideas. STUDENT TEAMS ARE NOT JUST EXPECTED TO BUILD ONLY A PORTAL BUT TO THINK AND IMPLEMENT IT IN A WAY THAT THE POPULARITY AND USE WOULD BE ALMOST GUARANTEED.  It is expected that besides making a platform the team demonstrates effective efforts to ensure that their project will be PUT TO USE by students all across India.|Flucon|4.0|Miscellaneous|Complex
71|" Eco Drive

Goal: Reduce carbon footprint of the travel
Proposal: Build a smartphone app that helps you to car/bike pool, compare and compete with your friends on the carbon footprint of the travel.
Air pollution in India is a serious issue with major contributors being vehicle emissions and traffic congestions. Individuals and communities can play a more effective role in reducing the air pollution if they are aware of their contributions to the same. Carbon footprint is one way of quantifying the direct and indirect emissions. 
We propose smartphone application (app) that can automatically track the carbon footprint of the users by analysing the details of the commute, such as mode of travel, distance, and duration. 
Basic guidelines of the app: 
1.	Community centred – the app lets you invite family and friends to join a community that strives to reduce the carbon footprint
2.	Gamification – Virtual points/badges awarded to the members who top the eco-friendliness of commute, or make significant improvements to their carbon footprint
3.	Simple to use – the app may request the user to setup their regular mode of travel (private vehicle or public transport) during the onboarding time. The app infers other details of the commute automatically through smartphone sensors (GPS etc.) and related framework, for e.g., Android’s DetectedActivity class.
4.	Recommendations – the app encourages pooling by dividing the carbon footprint among the pool participants. In addition, it recommends the public transport for individuals by providing the timing of public transport."|Samsung R&D|5.0|Software - Mobile App development|Complex
72|" Long lines at some specific time ticketing windows and services counter at Railway station, Bus stand, RTO office, Banks and other places could lead to bad services experiences. On many occasions lines are longer at specific time of day but empty/short at other times. It would be very user if real-time and historical queue length can be made available via website or mobile app to user and facility managers. This would in long-term help deliver better experience and smarter cities. 

Key technical challenge to solve this problem is to identify persons in specific area. Cisco Meraki camera with MV Sense utilizes a powerful onboard processor to analyze videos and using Machine Learning algorithms detects persons in specific area.   Cisco Meraki IoT ready camera can be used as building block in your application. Link: http://cs.co/sih-2019-gov"|CISCO DevNet|1.0|Software - Web App development|Complex
73|" Many schools allows students to bring their own devices (computer, handhelds or smartphones) to school to help with their learning. Most of the time now teachers encourage students to access online content as content becoming richer with videos and interactivity. Lots of school might even conduct exams on these devices. Now this increases necessity for teachers to have better control on learning and they would like ability to control/filter website access of student during class as desired per the curriculum.
What we want: A web portal each school can have to give ability to teachers to block/filter websites based on student's names and or classes. You should be able collect student device and username information via wireless access points and apply some kind of filtering using firewalls. Technology Bucket: (Software - Web Development, Networking, Security, Firewall, Next Gen Firewalls). Link: http://cs.co/sih-2019-gov"|CISCO DevNet|1.0|Security & Surveillance|Complex
74| Augmented Reality (AR) and Virtual Reality (VR) offer an innovative way of interpreting the world around us by propelling innovation and driving better customer engagement. How can we make use of this technology to attract and engage couples coming to Future Retail stores and build context for them to buy life / health insurance in stores. The solution should enable the company to showcase value to its customers in a new way by making use of the immersive experience that VR offers, and help the customer to make the right choice|Future Generali|0.0|Software - Web App development|Complex
75| Social media has now become a crucial part of digital communication strategies. It is now an effective tool to not only increase brand engagement and win new customers but also to enhance our customer outreach by allowing us to tap the social media networks to establish relationships and increase the span of our communication. We need a solution through which we can leverage  public databases and social channels or create peer to peer network to reach out to non-contactable customers whose policies are due for renewal or bonus or maturities are lying unclaimed with us.|Future Generali|0.0|Software - Web App development|Complex
76| Insurance is about building trust relationships with customers and the demand for more transparency is now more than ever. A lot of studies have shown that customers care a lot about transparency in their dealings with the industry –clear language, knowing what value they will receive and an open and transparent relationship however, the issue is that they seldom read their policy documents carefully and as a result are not completely aware of what the relationship entails. Can we build a solution to leverage technology (video, voice, QR) to inform them of most important features in a more accessible manner ?|Future Generali|0.0|Software - Web App development|Complex
77| The current rate of Insurance penetration in India is 3.49% of GDP which is still quite low as compared to some of our peers. Such a low penetration, couple with the fact that a large part of India is unemployed or semi-employed gives us a large untapped market available to the industry. The challenge is to get the right talent to utilize this opportunity. Can we create a platform to educate masses about benefits of becoming and agent and provide platform to discover, engage and apply?|Future Generali|2.0|Software - Web App development|Complex
78| Many promotional activities/actions are carried out at local level to enhance the no of enquiries at Dealerships. These activities include Melas, Bazaars, tagging, paper inserts, in-cinema branding, apartment activities, exchange melas, Finace schemes etc. The effectiness of these activities depends on many external factors like Competition actions during the period, micro-economic environment, outsourcing agents' quality, bad weather etc. There is no single metric or measurement technique that can be deployed horizontally acriss geographies which can provide the right measure of effectiveness for these activities. Having a good measure of whether these activities have yielded desired results will help us in rationalization of resoures and more importantly it will help us in planning and implementing need-based activities.|TVS Motors|0.0|Smart Communication|Complex
79|" At many public places like Railway station, Bus stand, government offices, banks etc when people walk-in they looks for basic information. Enquiry window becomes bottleneck and leads to bad user experience. 

We want to create a tool that can be used to manage public announcements in a physical space. 
     - Auto detect people when user walks into physical space using WiFi connection. 
     - Prompt user to join support messaging room for that physical location.    
     - Develop chat bot that can answer frequently asked question for location. 
     - Allow facility administrator to broadcast messaged to all people currently present in physical space. 
     - Allow user to have video call with some remote support staff. Link: http://cs.co/sih-2019-gov"|CISCO DevNet|3.0|Smart Communication|Complex
80| From a relational data store we need to extract certain pre-defined health data. Schema for each each relational health data store may be different. This will be useful to onboard new user and extract health data from mySQl, SQL server, Oracle and similar other relational databases. Patients will be able to see their health data from various sources in one view. Each company stores health data using proprietary schema. One sample entity model is https://www.hl7.org/documentcenter/public_temp_7E180B55-1C23-BA17-0C7F1FBBB2C8ECC4/wg/mnm/Draft-rim-std.pdf. We need a service to be created and deployed on the database server. This service called as data pipette will selectively extract patient health data and upload the same to NCORD patient health record.The challenge is in coming up with a dynamic mapper and a Machine learning component that auto improves the mapping.|NCORD|0.0|Healthcare & Biomedical Devices|Complex
81| Our labs generate Chromatography results and we manually read the output to decide whether the results are within range or not. We would like the team to develop a software that would compare the Chromatography result with the reference standard output and decide whether the chromatography output is within range or not?|Sun Pharmaceutical Industries Ltd|0.0|Life Sciences|Complex
82| Our factories have machines and equipment with PLC and SCADA systems that generate various Operational Data. Some of these equipment cannot be directly integrated with enterprise systems. However these equipment generate outputs which are currently printed out. We want the team to take the output from these equipment and get it directly entered in the database of enterprise systems instead of current practice of printout generation|Sun Pharmaceutical Industries Ltd|0.0|Life Sciences|Complex
83| For various problems, our factory does root cause analysis and create word document. We want the participating team to build a software that would read these word documents and identify the root causes of various problems and create dashboards to show frequency of root causes.|Sun Pharmaceutical Industries Ltd|1.0|Software - Web App development|Complex
84|" Augmented Reality based bike E-Catalogue.
Customer can scan the QR code/bike from mobile app to get the insights of bikes features and technology in front. Mobile app with augmented reality proposes the features of bike. App should  be able visualizing the key important features on the screen. 
Eg, 
Powerful Engine
Electrical 
Stylish Head Lights
Diamond Type Frame
Suspension
Extra Long Seat 
Raise Grab Bar.
ABS 
Instrument Panel . etc

Other Features to change Color Change of bike,send feedback and play videos of Youtube."|Yamaha Motor Solutions India Pvt. Ltd.|7.0|Software - Mobile App development|Complex
85|" A great extent of time is wasted under supply chain and significant truthful beneficiaries are bereft of government subsidized schemes.  
Government subsidized items like fertilizers, housing schemes (Indira Awas,land etc.), pension schemes, medicines, rationing items (wheat,sugar,kerosene) enormous amount of time is wasted in supply chain and that results in wastage of huge amount of items, delayed delivery of the items etc.
Also due to other various reasons in some cases subsidized items/schemes does not reaches to the truthful beneficiary.
To address & ensure government schemes are reaching to the beneficiary in the timely manner, A Blockchain based ecosystem can be developed in order to monitor, track and ensure reduced supply chain time and desirable beneficiary is benefited under the government schemes."|Robert Bosch Engineering & Business Solutions Private Limited|4.0|Agriculture and Rural Development|Complex
86| CWC is in the process of development of inundation maps to provide improved forecast. Google has also been roped in to develop models and to disseminate information. There is a need to develop a mobile application for crowd sourcing of real time data from the public residing in the flood affected areas. The crowd sourced data with images, geo-location and time stamped can be used for ground truthing of the inundation maps under development through software modeling by CWC.|Min. of Water Resources|0.0|Smart Communication|Complex
87| An App based questionnaire/feedback form with the use of only graphics/pictures/charts without text material could be developed for analysing feedback.|Ministry of Culture|1.0|Miscellaneous|Complex
88| AI based game application using Gardner’s Theory of Multiple Intelligence.|Ministry of Culture|4.0|Miscellaneous|Complex
89|" DSDD officials have to routinely browse official websites/annual reports of various data source ministries to see whether or not a desired statistical indicator has been published by the concerned ministry.  Following problem may be considered: 
a.	With the usage of machine learning techniques, can this manual browsing of information be automated? 
b.	With the usage of web scraping tools, can DSDD obtain a notification about upload/hosting of relevant Annual Report/web on its mail-id/mobile number? 
c.	Along with notification, can a designated report/webpage be downloaded and emailed to DSDD for its necessary action?"|Min. of Statistics & PI|1.0|Software - Web App development|Complex
90|" The data for several economic activities is to be entered through an interface every year. Several indicators are also to be entered through an interface annually. The indicators are applied on data for preparing GVA every year. These GVA estimates are presented in pre-defined various statements. 
       The GVA estimates undergo change in following year. 
We should be able to enter data every year, prepare GVA, produce statements for further dissemination and store GVA for future reference."|Min. of Statistics & PI|0.0|Software - Web App development|Complex
91| The data for national accounts is available in Excel/ Access formats. This data is organized for crop/item/category level, current/ constant prices and for the years 2011-12 to 2016-17. What we want:  We should be able to choose economic activity/current-constant prices/years to see time series of the data and the corresponding graph and drill down to the relevant levels.|Min. of Statistics & PI|2.0|Software - Web App development|Complex
92| There is a need to develop a digital platform which provides the citizens to list the works that should be recommended by a particular MP or to endorse the listed works of others. The platform should also inform the respective MPs about the works that are listed for his recommendation along with the number of endorsement each work has received. However, it would be discretion of an MP to select the works, out of this crowd sourced works, for recommendation.|Min. of Statistics & PI|4.0|Software - Mobile App development|Complex
93| Software can be developed whereby the bulk emails can be automatically sent by selecting number and name of already specified respondents and the whole process may be monitored through logging in the software. Automatic reminder along with an SMS alert can be sent to the divisions from where the information is pending after the stipulated time. The information received should also be consolidated at a place automatically.|Min. of Statistics & PI|2.0|Smart Communication|Complex
94| There have been increased instances of attack on websites. The commercially-of-the shelve software have good GUI but it can only be operated by users having technical background/expertise in application auditing. There is a requirement to design and develop an application which can scan a website for top ten OWASP vulnerabilities quickly and it should be user-friendly. The auditing tool should be-be GUI based application.|Min.of External Affairs|0.0|Software - Web App development|Complex
95| A GUI based application which should show process ID and the connection which it is making, duly giving the location of each country. It should categorize display into commercial rootkits and others. The other rootkits may be shared with some standard repository like ‘Virustotal.com’ etc., to ascertain whether the process is malicious or safe. Accordingly, real-time white listing and blacklisting database may be built for users.|Min.of External Affairs|0.0|Security & Surveillance|Complex
96| There are many freeware VOIP applications which are being a user. There is a requirement to develop an encrypted VOIP using a symmetric or asymmetric key. The VOIP encryption/decryption software module should be independent of any platform, and it could be integrated with any open standard VOIP protocols.|Min.of External Affairs|1.0|Software - Web App development|Complex
97| The secure communication messengers are a big hit these days. It provides secure voice, video, and data communication between user. However, there is a need to use a robust encryption algorithm to ensure that messenger provides encrypted communication on any Android or IOS mobile platform. A robust algorithm needs to be designed for indigenously designed messenger which could be used for professional purposes.|Min.of External Affairs|0.0|Software - Web App development|Complex
98|" •	Availability of power supply in rural and urban areas with duration
•	Duration of interruption of Power Supply in rural and urban areas
•	The above data to be mapped with administrative boundaries like Census Village, District and State for better identification and analysis."|Ministry of Power|1.0|Software - Web App development|Complex
99| Due to lack of guidance and knowledge farmers are unable to manage to utilise the subsidised electric power effectively. Due to which peak demand is very high at a given time subsequently uncalled shutdown in the distribution system.|Ministry of Power|0.0|Software - Web App development|Complex
100| There are at present about 44 labour laws for ensuring Decent Work in the country. Mostly, the labour laws are violated by employers to improve competitiveness. Regular / Complaint based Inspections or Self certification system have not been able to address the issue in a balanced way. MoLE has introduced Shram Suvidha Portal for inspection management. A technology based solution for improvement in labour-law compliance while ensuring minimum intrusion into the activities of business is needed.|Min.of Labour & Employmnt|0.0|Software - Web App development|Complex
101| Though prohibited, and having PENCIL Portal, child labour is still rampant in the country in various sectors. An integrated approach across various stakeholders including Central Ministries and State Governments is required through which child labour can be prevented and also the rescued children can be effectively monitored and tracked in the country.|Min.of Labour & Employmnt|0.0|Software - Web App development|Complex
102|" Engaging with Startups can be one way for Corporate to get fresh ideas. There is an impending need for creating a platform for Corporate and Startups to connect, exchange their innovative ideas and collaborate to solve wide array of industry problems. The platform shall fulfill following two key objectives:
a.	Corporate shall be able to list challenges and source ideas from innovators 
b.	Innovators shall be able to publish their innovative business ideas and attract interest from corporate"|DIPP|3.0|Software - Web App development|Complex
103| Government proposes to create a market place that will focus on creating marketing opportunities for entrepreneurs to scale their businesses. The marketplace shall comprise of Sellers (Startups) and Buyers (public and private organizations). The key features of such a platform shall include listing of Startups, price discovery of products and ensuring large database of buyer organizations from India and outside|DIPP|3.0|Software - Web App development|Complex
104| Access to funds is a big roadblock in the growth journey of a Startup. To address this gap, several investment vehicles have been created such as venture funds, fund of funds, etc. to fund Startups. Creating a common platform aggregating all the financing channels for Startups shall remove the bottleneck, ease the application procedure and improve the access to funds. The platform shall also include details for all the financing channels and single application form with application status.|DIPP|3.0|Software - Web App development|Complex
105| The number of web pages on Internet is growing exponentially every day. The conventional approach of detecting malicious web pages through the blacklists and controlling their access at the organization level is not going to be effective in the near future. It is necessary to apply novel approaches based on Machine learning (ML) to detect malicious web pages. The challenge is to build a binary classifier that will mark web pages as malicious or non-malicious in real-time.|Dept of Atomic Energy|2.0|Security & Surveillance|Complex
106| The  goal  of  this project is  to develop segmentation methods to fragment features of the brain like white matter, tumor etc in 3D,  based  on  ML  techniques, which require no human intervention  and  are  robust  to the  low quality of medical images, with user friendly GUI for showing annotations, developed in Python using open-source ML libraries. Standard data-sets can be used for training, validation and testing purposes.|Dept of Atomic Energy|2.0|Healthcare & Biomedical Devices|Complex
107|" A NOTAM is a notice that is originated and disseminated to the users whenever the information to be distributed is of a temporary nature and of short duration or when operationally significant permanent changes, or temporary changes of long duration are made at short notice, except for extensive text and/or graphics. However, at times it may be difficult to visualize the situation through the text only message. 

Details are available on the link https://aim-india.aai.aero/notam-summaries."|Min. of Civil Aviation|0.0|Software - Web App development|Complex
108|" The obstacles around an aerodrome are very critical information for the flight crew. This information is published in AD 2.10 section in AIP. 

The different obstacles around an aerodrome to be placed on the Google Earth Platform along with their information (metadata) tagged.
•	Example: https://aisjapan.mlit.go.jp/html/Info/eTOD_E.html"|Min. of Civil Aviation|0.0|Software - Web App development|Complex
109|" The Airports Authority of India is the Air Navigation Service Provide for India. The AAI notifies various ATS routes on which different aircraft navigate for going from departure to destination. These routes are called ATS Routes and are defined using some imaginary point called waypoints and some real physical navigational aids called VORs and NDBs. The coordinates of these waypoints and navigational aids are available in ENR 4.1 and ENR 4.4 sections of a document called AIP (https://aim-india.aai.aero/eaip-v2/index-en-GB.html). Different ATS Routes are published in ENR 3.1 Section of the AIP.
•	What we want: These waypoints and navigational aids need to be visible on the Google Earth along connected through lines representing different ATS Routes.  
•	Example: https://skyvector.com/"|Min. of Civil Aviation|0.0|Software - Web App development|Complex
110| Regional connectivity Scheme first flight started on 27th April 2017. Everybody enquires about the availability of seats and fare for these flights. It is of great help to common man if an application developed exclusively for RCS flights taking dynamic feed from Airline operators, Airport System software and third party ticket booking infrastructure. Links for other airport and airline information can also be provided in the next stage of development.|Min. of Civil Aviation|0.0|Software - Mobile App development|Complex
111|" Presently, the slot allocation process allocates departure slot at an airport. The airline then requests an arrival slot after due consideration of flying time, taxi out time & taxi in time at the destination airport. If the arrival slot is not available, the next available arrival slot is allotted, Based on slot availability, airport may allocate early slot resulting in shortfall in block time, thereby adding an artificial “balloon” to the total flight time. 
Slot allocation is done with respect to Gate out Time and Gate in Time for the respective City pair. The variable factors as shown in the last row are adjusted accordingly to meet the requirements of Gate out Time and Gate in Time (Total Block Time).  However, the extra padding or buffer time which the airlines add, is based on historic data and not realistic. The airlines would accept the non-corresponding slot times (with their blocks) to allow the flights to be operated. The DGCA also allowed a 10 minute plus/minus window from the standard block time which creates additional variability. Major feature to include:
i.	Air traffic congestion and Delays to flights due to early arriving flights 
ii.	Incorrect or inflated Block times
iii  	Early departures from origin Airports
iv 	Airlines accepting incorrect arrival slots at congested airports
v 	Absence of Penal action for non-adherence of slots
vi 	Seeking for an innovative solution
The airlines will need to be engaged to disclose the optimal block time for each scheduled operation. Once the current data is obtained, the slot schedule needs to be “gamed” via slot swaps where possible and adjustments where necessary to develop an optimal slot schedule. Additional constraints that need to be considered include airline marketing/competitive issues and arrival/departure slot constraints at each airport. As stated above, the desired outcome is an optimized schedule that achieves the desired performance parameters and rationalize the timings."|Min. of Civil Aviation|0.0|Software - Web App development|Complex
112| Scanning hardware solutions for digitizing that the design of the products MSMEs does not have any accessible options through which they can preserve their design in digital form for future references. And being the smaller volume of products does not allow them to preserve the physical samples of the products. If customized technology solutions of scanning are available to them. It is possible to develop design database which will complete industry as whole.|DIC, Solan|0.0|Miscellaneous|Complex
113| Insect Pest take a heavy toll on agricultural crops causing severe loss to the farming community. Crop protection is one of the major component of crop management process. Crops are damaged by attack of disease, insect, nematodes and weeds. Managing them in the field and saving the crop from their attack is a major challenge for the farming community. Our crops are under threat from the day they are seeded til they are harvested causing significant damage to the crop affecting adversely to the farmer's economy. Many factors influence disease development and growth of insect that includes genetics of variety, plant growth stage, weather, soil etc. Most of these information on insects, disease etc has been identified and documented by the Scientists of National Agricultural Research System (ICAR). This documentation will have a better significance if they are reached out to the farming community whenever they need it. Developing a web or mobile app having a complete knowledge base of insect pest carrying its detail  in the background will be of great help. It will help  in identifying the insect pest in the farmers field based on the damaged symptom or by the image of the insects. On identifying the insect pest the system may provide the  management.|ICAR, Min. of Agriculture|1.0|Software - Web App development|Complex
114| Through technical and policy interventions India has reached to a record level of 277.49 million tonnes of food grain production becoming second largest producer of fruits and vegetables. However due to inadequate logistic support, lack of  refrigerated storage, supply chain bottle necks, poor transport, and underdeveloped marketing channels around 30 percent of the produce is lost falling heavily on the economy of the farming community including woman farmers. Information on crop specific market, prevailing price and minimum transaction cost may be the solution of the problem. Seeing the capacity and reach out potential of web or mobile based application may be of great help. Applying ICT based technical interventions in developing Web/Mobile applications for identifying crop specific market, prevailing price, information on storage facilities,value additions, transportation may help in reducing post harvest losses and adding to improve farmers economy. These technical interventions will become a useful tool for the farming community including women in enhancing their financial returns leading to doubling their income in due course of time.|ICAR, Min. of Agriculture|2.0|Software - Web App development|Complex
115| Rice is the most important crop in India. It is widely cultivated in diverse ecologies and agro ecological zones. Management levels and production constraints vary spatially and temporally in these environments. Therefore crop/location specific management practices are needed to increase  productivity of Rice crop. The traditional way of collecting precise information by sampling from fields requires lots of manpower and time. As spatial variations in land, soil, water, weather etc. are influencing the productivity of  Rice crop, the modern space technologies can appropriately be utilized to derive the precise information in shorter time. Many GIS softwares like ARCGIS, ERDAS Imagine, QGIS etc are available for analysing the spatial data. These spatial files can be utilised further to integrate with other simulation models  or  visualise  these spatial variations to end users. Hence, development of geo referenced map interface is needed to visualise the map along with attribute data and attributes wise classification of the data. Once developed, this interface can be utilised  for any other crops/cropping systems.|ICAR, Min. of Agriculture|1.0|Software - Web App development|Complex
116| Andaman once experienced tsunami. Hence to alert the people for saving life and property, this technology is the need of the land.|MSME-Development Organisation, Govt. of India, Ministry of MSME|0.0|Security & Surveillance|Complex
117|" NavIC has a provision of Message Type fields in the Navigation Data. This unique feature of NavIC is to be utilized for designing the application. Details of the Message Type field is available in NavIC SPS ICD ver. 1.1. The frequency of transmission of Message Type field for the application also to be proposed.

Domain: https://sih.isro.gov.in/"|ISRO|0.0|Smart Communication|Complex
118|" GAGAN broadcasts data and information which is useful for improving the location accuracy of single frequency receiving device (any mobile). The current mobiles available in market are not having facility to receive this data directly. This data will be made available in near real time on ISRO Hackathon Server. Students are expected to develop mobile app to show improved location detail using the data from the server. 

The desired outcome will be two separate software. 

a)	One of them will reside in the mobile and communicate with the server and fetch the necessary correction data. This app will also utilize the correction and integrity data to improve the position estimates. It is suggested to use the mobiles in which the raw measurements are also available to the users to use.

b)	The other will reside on a (pseudo) server. This will access a raw data file, derive the necessary corrections available in the data, arrange it in a proper database and serve the request received from the mobile.

Domain: https://sih.isro.gov.in/"|ISRO|1.0|Software - Mobile App development|Complex
