|Description|CompanyName|Count|Type|Complexity
56|" Currently, for roof top rain water harvesting, people install water storage tanks individually per building/apartment which results in high cost for individuals/groups. No mechanism/application is available to find out where such installations are beneficial, which installations can share storage tanks and what would be the  required capacity of these shared tanks. Given map and housing data, optimize the location of centralized tanks for rain-water harvesting.The following data should be sufficient to design and implement a model to solve the problem:

1.       Estimating rainwater harvesting capacity:
a.       Rainfall estimation: Historical data from rainfall gauges at different places in the target area.
b.       Catchment area: Masterplan of the city to estimate the catchment area available, e.g open areas like rooftop, courtyard, etc.
2.       Optimizing Water tank placement:
a.       Water demand/Use capacity: Water supply data can be used to estimate the consumption of harvested rainwater for non-drinking purposes
b.       Underground map: Underground map with stability study to identify locations where the shared tank can be built
The system should provide the following output from its analysis:

1.       Plan for laying out the underground tanks with input and output points defined
2.       Cost benefit analysis justifying the plan
3.       Plan for distribution of build and maintenance cost of a tank for the parties involved"|GoldmanSachs|1.0|Clean Water|Complicated
57|" Public commute such as buses and metro don't have useful information. For example, if in-city buses had a system with information about the exact number of standing and sitting seats in the next metro or bus, then it would make using public transport very easy and amiable for citizens.  Assuming sensor data for seating is available on each vehicle and the vehicles can transmit data between each other, devise an algorithm that can tell users which vehicle to take.  Devise relevant  analytics to help the authorities realize whether to increase the frequency/passenger capacity of bus/metro in real-time at certain stops could also be included in the system. 
Inputs to the application: 
-	Static Input (doesn’t change frequently)
o	Route names of DTC buses and their stoppage on that route
o	Bus Make (Number of standing/sitting seats)
-	Dynamic Input (changes real-time)
o	For every stop – no. of passengers boarded and de-boarded (Can be inputted by the bus staff) 


Outputs of the application:
Real-time information about the bus  with its seat availability information (number of vacant sitting/standing seats). The application is expected to show the bus going on a static pre-defined route with number of standing/sitting seats.

Future Optimizations:
-	User information like their boarding point and destination can be inputted
-	The number of boarding/deboarding passengers can also be inputted by beacons/RFID tags/thermal measure installed on the bus
-	Destination info about each passenger boarding the bus
o	 so that a bus doesn’t have to stop at every bus stop and a user can determine if the bus will reach their destination in the shortest possible time


STATIC INPUT:

ROUTES: This table shows 2 of all the available routes in the city.
                
	100UP	100DOWN	
STOP 1	Kendriya Terminal     	YMCA                    	STOP 1
STOP 2	North Avenue            	Gurudwara Bangla Shahib 	STOP 2
STOP 3	RML Hospital            	RML Hospital            	STOP 3
STOP 4	Gurudwara Bangla Shahib 	North Avenue 	STOP 4
STOP 5	YMCA                    	Kendriya Terminal                    	STOP 5

BUS MAKE: Following shows 2 types of all available buses
                A -> 15 Standing Seats, 10 Sitting Seas
                B -> 18 Standing Seats, 15 Sitting Seats


DYNAMIC INPUT:
                Based on the input done by the driver, every bus has a last stop & available seats.
                Input will be number of passengers boarded and de-boarded
                
                Boarded : 5
                De-boarded: 3

OUTPUT:
                The User will input his/her pre-defined route in the app and his boarding point.
                Based on location of all the buses which have crossed the last stop in that route, it will show the number available seats assuming that sitting seats are taken before the standing seats.
                
	100UP	Available Standing/Sitting Seats	100DOWN	Available Standing/Sitting Seats
STOP 1	Kendriya Terminal     	10 Standing, 2 Sitting	YMCA                    	15 Standing, 10 Sitting
STOP 2	North Avenue            	8 Standing, 2 Sitting	Gurudwara Bangla Shahib 	9 Standing, 7 Sitting
STOP 3	RML Hospital            	9 Standing, 3 Sitting	RML Hospital            	13 Standing, 6 Sitting
STOP 4	Gurudwara Bangla Shahib 	7 Standing, 5 Sitting	North Avenue 	10 Standing, 3 Sitting
STOP 5	YMCA                    	15 Standing, 10 Sitting	Kendriya Terminal                    	18 Standing, 13 Sitting"|GoldmanSachs|2.0|Smart Vehicles|Complicated
58| One of the initiative of Goonj is to works with people and for people in the regions devastated by any sort of disasters - floods, earthquake, landslides, cloud burst, drought, winters, cyclones, Tunami etc.  Our involvement is in  1) providing relief material in the initial phase 2) providing rehabilitation material to those whose livelihood is severed for eg giving sewing kit (incl machine) to a tailor to restart the livelihood, basic utensils and raw material to someone whose eatery is destroyed and likewise. Our centers all over India, run collection drives for material required as per the type of disaster, regional and local culture. Material need, availability, movement, receipt to the last person becomes quite tedious to maintain.  Give us a SOLUTION - to maintain and know the exact material available at each center, what has been dispatched against the demand, record/tally material reached the last location vis-a-vis the dispatch. Account for the material handed over for relief, development activities to the last person at the disaster location. Goonj team in remotest of areas should be able to use the application on the hand held device in online or offline mode. Drill down Dashboards to bring  bring in efficiently in operations. So that Goonj team Pan India is updated situation across all Goonj centers.|Goonj|0.0|Software - Web App development|Complicated
59| Inspection Process:- 1. Qualified Inspector performs the visual inspection of each tire for checking defects. (> 100 types of defects). He confirms appearance Quality of the tire based on Global Standards. Inspection time of tire (inside and outside area) is around 32-37 sec (based on the tire size).  Problem Challenge:- Manual Inspection depends on Inspector 's skill and there are chances of missing defects. Solution Required:- Automated System in which Tyre is scanned by an artificial Eye (Camera). After scanning, Output will be compared with the defect specifications and judgement of OK /NG Tires will be done.|Bridgestone|0.0|Smart Vehicles|Complicated
60| Develop a solution to improve health-care and wellness for masses of India. Most disorders are easily treatable however communicating correctly can be a problem because of languages and cultures. Rural people struggle to communicate their symptoms and doctors fear they may be missing vital information. There are many apps made to address this issue. But in place of imposing a wholly new arrangement, the student team is expected to begin developing a solution that identifies and supports prevailing workfolks that will also overcome time, language and cultural barriers in doctor-patient interactions and improve overall medical care to ensure wellness.|Flucon|0.0|Healthcare & Biomedical Devices|Complicated
61| Need to increase face time between clinicians and parents. Clinicians spend considerable amount of time capturing patient information in hospital softwares. Need a technical solution like speech to text option.|Max Healthcare|0.0|Healthcare & Biomedical Devices|Complicated
62|" Supply of doctors is limited in India especially in smaller towns and villages making provision of healthcare difficult to a large number of people. Telemedicine and other solutions in the past have also struggled to scale up due to this problem. Now in the age of digital assistants like Google and Alexa, can we create artificial intelligence based ""doctor"" that can diagnose everyday acute diseases like common cold, flu, etc, based on simple questions?"|Max Healthcare|3.0|Healthcare & Biomedical Devices|Complicated
63| Conference calls have become order of the day. Participants attend the conference calls from various locations and nationalities and speak the language differently. This causes hurdles in ability to understand and also how quickly a thought is communicated. This problem is to develop a real time accent translation system based on the recipients' and deliverer's accents. The idea is to achieve far better understanding during conference calls, which will make the communication far more effective|Harman|0.0|Smart Communication|Complicated
64|" Real-time estimation of Heart Rate from facial images under different lighting conditions using Smartphone Camera
Smart phone application that measures heartrate using on-board cameras in real-time and non-invasively offers several advantages and have multiple use cases. Detecting heart rate using only camera has an added advantage because in such case the users do not require any skills or compliance, but has to just capture image/video. During exercise, it is often desired that the user can measure their heart rate without any extra accessory. Wearing a wearable during exercise can be uncomfortable to certain users. Catering to the phenomenon of people using camera as the most popular smartphone feature we can address this problem. 
This work will predominantly focus on estimating Heart Rate in real-time from facial images captured using smartphone camera.  With every Heart Beat blood flows to our face. Whenever our heart circulates blood, the amount of light reflected from the face varies. To the human eye, this variation is invisible. But using image processing techniques we can detect these changes. The underlying principle is to analyse the spatio-temporal variations in the time-series facial images and amplify these variations. The time series of color values at pixels in region of interest is used to estimate the heart rate. For this work data needs to be collected at various lighting conditions: i) Daytime Outdoor (Cloudy and Sunny) ii) Daytime Indoor iii) Night-time Indoor. Data needs to be acquired for resting and exercising condition. This work broadly requires work in the domain of video processing, signal processing and basic concepts of machine learning."|Samsung R&D|6.0|Healthcare & Biomedical Devices|Complicated
65| Every employee uses these tools for communication, and in most organisations, decisions, workflows etc take place on Outlook. Can a tool be used to analyse data on email / meeting flows to determine how work and decisions are flowing etc. (for e.g. https://www.quantumblack.com/)|Dr Reddy's Labs|1.0|Software - Web App development|Complicated
66| We place all our R&D reports, findings etc in the form of ppt slides in a shared folder. Is there a way to automatically build knowledge from these and to help us with insights for any given search term?|Dr Reddy's Labs|0.0|Software - Web App development|Complicated
67|" Request for a reusable, pluggable software component that can read various on-digitized health forms , parse the data. The parsed data should be saved in a portable health record format. Sample portable health record formats are FHIR, CCD, HL7, proprietary health data container. 
 Acceptance Features : The system should be able to convert  different types of paper forms and other non-digital information stores and convert them into parsable  digital content. 
The parsed digital content will be stored in a portable format.
Various different portable health information data formats will be supported for example FHIR, CCD, HL7
The structure of the paper forms should have version management.
Library of forms need to maintained.
99% accuracy is expected.
Human intervention should not be required for quality checks of the conversions   
Non digitized Condition : The non digitized data quality in case of text will be similar to having being typed. Handwritten text will be present in predefined areas like boxes.Boxes will be similar to of typed quality."|NCORD|0.0|Healthcare & Biomedical Devices|Complicated
68| Request for a voice bot that understands user requests in Marathi. The library of user request will be provided and updated with time. Example of user request : Book Appointment with Dr Joshi at 5pm. The voice bot can provide responses.|NCORD|0.0|Healthcare & Biomedical Devices|Complicated
69|" Objective: To create a pool of OEM’s, Process specialist’s, Electricians, Freelance Consultants on a single digital platform through an app that can be accessed by End User whenever required as per the service needs. 1. Make strong Schneider Electric distribution GTM
2. Saturate current distributors by introducing new products and solutions for new markets
3.Break the silos increase cross sales via distributors
4. NPS improvement
“It is the customer who determines what a business is, what it produces, and whether it will prosper.” The concept of customer centricity is not new, today almost every company vision includes customer centricity as a key driver of its strategy. Companies that adopt this philosophy are 60% more profitable compared to companies that are not focused on the customer.  The world is changing around us, the customer base, technology and the environment. For these reasons, we are more focused than ever at the online web-based after sale services will help us to elevate our business and have better connect with end customer, so that products offered not only have functional value but emotional value too.
Targeting retailers, distributors and competitive customer conversion will aid in accelerate existing market share.
One of the challenge in customer conversion is ease of customer with linked TOTAL COST OF OWNERSHIP. To support end customer understanding the new technologies and make them conversant with the IIOT thru digital way, we need to create a platform where the End Consumer can access the pool of competent and skilled manpower to serve their needs at the time of need with a greater pace.
This platform can be accessed not only by SMSE where they will enjoy the services at shared basis at much nominal cost but will also be accessed by heavy Industries for their complex application and consultancies for their Plant maintenance and services. Lack of customer confidence and invisibility of right support are the predominant reasons of lower efficiency productions in Indian Industries. Unplanned downtime can cost a company as much as 20MINR an hour (according to research).
Indian electrical markets are driven by distributors and retailers. Around 95% of total electrical business is catered by distributors and retailers. They have reach to the remotest of the places, since they do not have the competence of VFD commissioning the do not serve the customers with this product and hence the availability of the product becomes an issue to EU resulting into bigger downtime.
To facilitate these distributors and to serve the EU in time of need Schneider Electric will be first in market to ignite opportunity by setting the world of commissioning in motion. A location based web application that makes an on-demand hiring from pool of certified engineers, electricians or freelance consultants with competency status enables you to grow your business in an efficient way, while conserving your own resources. Certified engineers will adjust the drive parameters to meet the precise demands of the application. This app would leverage our customers to confide in Schneider Electric.

Application is engineer-sharing for fast, reliable commissioning in minutes – day or night. There’s no need to wait, you have to just tap request engineer, and it’s easy to pay with credit card or cash. App based services will be cost effective as it provides nearest solution available in that area, distance plays an important factor in deciding cost for services. Today customer is dependent on channel and on availability of its engineers but with this app, customer will be independent to choose an engineer anytime, wherever he wants. It will be transparent service helping customers to provide a seamless digital service experience. Every service kind will be in the database of Schneider and thus reduce the total cost of ownership of the EU. Access to cloud based data can further be used by customer care to trigger warnings to customer for monthly or annual maintenance and end of product life information, product and systems health reports.

In a nutshell this app will not only provide the above mentioned benefits but also reduce total cost of ownership and provides overall equipment efficiency."|Schneider Electric|0.0|Software - Mobile App development|Complicated
70| Today the number of footfalls into a showroom is captured by the Sales Executives manually in a register or quotation book. How much of the footfalls are captured is at the discretion of the sales executive. In addition, no information about the prospect is captured like his demographic profile etc. hence it becomes difficult to make any meaningful analysis of leakages. Even if an app is provided to the sales executive to capture all footfalls, it is at his discretion whether to use it or not and a large scale makes it difficult to monitor the same. Other technologies like infra-red based sensors, camera sensors, thermal sensors etc are not efficient and such systems becomes useless in the event of group entries, multiple entries, employees' movements etc.|TVS Motors|1.0|Smart Communication|Complicated
71| Tracking of a golf ball after the ball is hit by the golfer. The application can predict and provide the possible location of drop inside the Golf Course. Solution to be provided by considering one camera. Other factor to be considered is the wind speed, the angle of the shot, impact of shot and goal hole position. Purpose is to reduce the time of Game as most of time is spend in finding the ball.|Yamaha Motor Solutions India Pvt. Ltd.|1.0|Software - Web App development|Complicated
72|" Everyone is aware about the impact and disruption which has happened in the passenger taxi market due to the advent of Ola and Uber. They have revolutionized the whole customer experience benefiting both the customer as well as the taxi owners. It is has brought in optimum utilization of resources and has been effective in reducing the cost for the customers and more revenue for the taxi owners. On the same lines, an application is required for networking in the logistics area for load carrying small vehicles, this neglected area needs to be uberified .This is an area which is totally disorganized resulting in unequal business opportunities for the vehicle owners and not cost effective for customers. Following are the problem areas which need to be addressed
 1)No standard pricing model exists 
 2)Non availability of vehicles when required resulting in delay of dispatch
 3)Routes not optimized
4) Partial and full load constraints
 5)Finance options for vehicle purchase like in Ola"|Robert Bosch Engineering & Business Solutions Private Limited|1.0|Miscellaneous|Complicated
73|" The coal samples are marked when they are drawn from the rakes and sent to various labs of sampling agencies 
There is a need for a process to conduct coal sampling so that the anonymity of samples is maintained throughout the sampling stages for determining coal quality
This step is essential to ensure no adulteration in coal quality during the entire process as it can have huge impact in organisational operation"|Min. of Coal|0.0|Energy / Renewable Energy|Complicated
74| There are thousands of kilometers canal structures and breaches/malfunctioning/misuse is observed at many places. Mobile application for reporting of such instances, should be able to take about 5 to 10 images and /or video and upload it to the web with geo-location and time stamp. The information in the form of notification/alert may go to the concerned district level administrative officer who in turn can forward the same to the concerned engineering department and keep a track of it.|Min. of Water Resources|4.0|Software - Mobile App development|Complicated
75| VVGNLI is an apex institution under the MoL&E committed to labour research and training for enhancing the quality of work and work relations in the ever changing work milieu. “Labour” being a Concurrent Subject, States too have Labour Institutes which also operate with near similar objectives. A lot of knowledge and expertise is generated by these institutions on a day to day basis and a common IT platform (interactive) is required to share the same on a real time basis.|Min.of Labour & Employmnt|0.0|Software - Web App development|Complicated
76| The textile industry is an age old industry and it produces various traditional textiles having its uniqueness the online marketing of such unique traditional textiles would connect the artisans to the world. The development of e-portal/mobile app would bring the consumers and producers on a common platform. This would protect the uniqueness of the product and increase the income of the artisans/weavers.|Ministry of Textiles|5.0|Software - Web App development|Complicated
77| Many Startups have to deal with Government entities while working on their business ideas. Government officers may be able to provide required mentorship in product design, complying with regulations and guidelines, information and application process Government schemes, connecting them to relevant stakeholders, providing Government market research data, opportunity to pilot, etc The platform will enable a Mentee to connect with the right Professional Mentor from various Central Government Dept.|DIPP|1.0|Software - Web App development|Complicated
78|" At present, there is no consolidated register/ database of all Startups across India.  A platform may be developed for that purpose. The platform will help in
a.	Identifying stakeholders for sourcing information on Startups 
b.	Dwelling into state startup cells and incubators data 
The platform will remove duplicity in Startup data. The collection of this data will help bring in data-driven insights, thereby helping in scale-up of Startups, job creation and economic growth."|DIPP|0.0|Software - Web App development|Complicated
79| Occupational workers carry wearable sensors for radiation dose data logging, datasets are generated due to movement of workers.  A computer code running on GPU/CPU is required which can solve reverse Boltzman Transport Equations (BTE) in offline mode using collected datasets (X,Y,Z,Dose) for given area & do 3D visualization of radiation source in that area.  Radiation protection program can take corrective measures for removal of unwanted sources.|Dept of Atomic Energy|0.0|Security & Surveillance|Complicated
80| Timely response to medical emergencies such as cardiac arrest, snake bite, brain haemorrhage is very important for saving life. It is desirable to develop A Medical Emergency App with location–based information which can provide timely help and also mobilize vital resources such as Ambulance, Doctors, Hospital/Medical Centre etc.|Dept of Atomic Energy|15.0|Healthcare & Biomedical Devices|Complicated
81| There are about 1000 MSMEs manufacturing water pumps of various types and capacities in Coimbatore. They manufacture the pumps based on the orders received from their dealers and customers. In this process, they get little time to plan and execute their orders. Hence it is suggested that the data available with the meteorological department about the forecasted groundwater table based on the rain received during the previous season in various regions can be made available to these MSMEs online. This data can be used by the MSMEs to plan their production quantity and capacity of the pumps for the next season.|MSME-DI, CHENNAI|0.0|Smart Communication|Complicated
82| The embroidery machines are run almost 24 hours a day and several machines are controlled by a limited number of operators. Due to overworking the operators are sometime over speed the process of embroidery to increase their productivity but this create a problem of frequent breakdowns and lack of quality. To avoid this some vigilant and monitoring system are required to check the malpractices by the operators.|Rajdhani Technology|0.0|Security & Surveillance|Complicated
83| There is no organized and scientifically planned process for collection, transportation, disposal and segregation of Industrial waste. Disposal and segregation takes places under very unsafe and hazardous condition. Industrial waste is usually directly disposed on low lying area in routine way violating the practices of sanitary land filling. Unscientific dumping and disposal is prone to contamination of ground water and surface water, greenhouse gases, air pollution due to bad odour of the waste and health related problems. To overcome these problems, we wish to find out suitable technologies/mechanism and IT based monitoring for systematic and fool proof industrial waste disposal system.|Nagar Nigam Jaipur, Govt. of Rajasthan|3.0|Waste Management|Complicated
84| There is a need for innovative and viable methods to reduce electricity consumption in industrial units. Innovative software-based solutions that could provide live information related to consumption of electricity by various machines within industry and suggest inefficient consumption by any particular machine etc. Methods for application of alternative sources of energy at industrial scale in a cost-effective way|Foundry Cluster, Belgaum|3.0|Energy / Renewable Energy|Complicated
85| During fly time whenever a drone crashes, it is impossible to get information about the place and reason for crash|CITD, Hyderabad|1.0|Robotics & Drones|Complicated
86| Description: Privacy means different things to different people, but flying drones with cameras, scanners, and sensors give nefarious people far more capabilities than ever before as they can easily gather information from Drone by using wireless technologies which is dangerous. Hence Privacy rules need to be incorporated in the operating system of the Drone so that information carried by Drone will be safer, which the major challenge|CITD, Hyderabad|1.0|Robotics & Drones|Complicated
87| Virtual Exhibition platform brings traditional exhibitions to digital era. Virtual exhibition offers a solution for exhibitors and businesses to attract and contact customers, investor and suppliers cost effectively via internet in 3D environment MSMEs can set up their own stand or even build their own showroom. They can easily distribute product brochures in electronic form, display slide show and video presentations, or even bring their own product as a virtual 3D model for viewing. The space allows for a more affordable attendance at fairs, including fairs that you may not have the resources to attend otherwise.|Consultant & Professor, DIT Universtiy, Dehradun|0.0|Miscellaneous|Complicated
88| Electronic Interlocking with centralized operation of points and signals should be provided to eliminate human failure and to replace old mechanical systems. Centralized Traffic Control (CTC) System will help in real time monitoring and better management of trains. It provides for remote operation of signals from the centralized traffic control office|Sara Sae Private Limited|1.0|Smart Communication|Complicated
89| Manufacturing Execution System (MES) solutions have the potential to generate efficiencies, improve productivity, and simplify compliance within the medical device manufacturing industry. Used to manage production activities, this class of software typically provides the ability to schedule activity, deliver instructions to operators, synchronize manual activities with automated processes, and integrate with manufacturing computer systems to enable quality control, deviation management and effective enterprise resource planning (ERP), equipment management, and the documenting of floor activities for monitoring and reporting purposes....MES technology enables the replacement of paper documentation with computerized records, known as electronic device history records (EDHRs), which can be accessed in real-time by all users|Hills2Home|0.0|Healthcare & Biomedical Devices|Complicated
90| It has been observed that the market present scenario and future projection is not available to MSME for any product. This is one of the cause of sick unit in MSME. Product change or updating will discontinue production of any MSME. Future forecast of market / product will give time to switch over in new product to MSME. Market data bank with future forecast and updating of information can be made available through website, mobile notifications etc.|MSME-DI Ahmedabad|1.0|Miscellaneous|Complicated
91|" Satellite Navigation receivers require the satellite positions to determine their own positions. The satellite positions are derived from the ephemeris parameters that the navigation satellites transmit through the navigation signals. However, it requires a considerable amount of time to collect all the ephemeris information from the transmitted signal. This proposal aims at providing autonomous capacity to the receiver to estimate the ephemeris parameters of the satellites. This will reduce the TTFF. 
In this work, an intelligent prediction system is to be established that will utilize all the previous ephemeris data available to the receiver and estimate the current ephemeris of each of the satellites.

Domain: https://sih.isro.gov.in/"|ISRO|0.0|Software - Web App development|Complicated
92|" Location-Based Services (LBS) have become an integral part of life. The availability of location-sensitive smartphones, with wireless broadband high-speed connections, has made low-cost applications available to a huge audience.

While typical outdoor positioning may be GPS/GNSS based, indoor positioning is based on WLAN technology.  GPS doesn’t work for indoor applications. Uninterrupted good accuracy positioning demands fusion of multiple technologies (Smart Phone Sensors, Wi-Fi, BLE beacons, GNSS, Dead Reckoning etc.) to deliver seamless out-door indoor positioning.

To design/develop a mobile app which makes use of these technologies (and even other signals of opportunity) to provide seamless indoor-outdoor positioning.

Domain: https://sih.isro.gov.in/"|ISRO|0.0|Software - Mobile App development|Complicated
93|" To develop a smart phone based App to provide assistance to VSAT operation by giving details of satellite look angles, offset pointing, estimated link quality by taking voice / text inputs of satellite, frequency, data rate etc.

Domain: https://sih.isro.gov.in/"|ISRO|1.0|Software - Mobile App development|Complicated
94|" Satellite spectrum is a scarce and costly resource. It is possible to use spectrum holes to exploit the resources efficiently.

It has been observed that a few unscrupulous operators are using spectrum illegally. It is important to detect such unauthorized usage and take necessary actions.

Development of algorithm, hardware schematic, simulation  and policy framework for operation of spectrum efficient VSAT network based on cognitive radio

Domain: https://sih.isro.gov.in/"|ISRO|0.0|Smart Communication|Complicated
95|" IRS LISS-4 data for 5-meter spatial resolution in 3 spectral bands covering Green, Red, NIR region is available for the country. There is enormous opportunity and ample scope for applications using this data for individuals, organizations and government. The novel application idea are invited from students that could be useful to society.  
Following are some of the examples:
1.	Identify and count trees in the image
2.	Extract roads from image
3.	Extract built-up areas from image
4.	Identify and extract agriculture fields / orchards

Domain: https://sih.isro.gov.in/"|ISRO|0.0|Software - Web App development|Complicated
96| It’s a four level escalation system. Student will register grievance using this system. Request will go to committee members of institute. If resolved (with in specified time) than it will be closed else will escalate to principal of the college. If not resolved (with in specified time) will escalate to ombudsman at University level. Final level of escalation to AICTE Grievance Portal.|A.I.C.T.E|9.0|Software - Web App development|Complicated
97| AI based tool to get information about 5 good institutes based on AISHE data like faculty student ratio, infrastructure (Laboratory and Hostel facility), research facilities at institutes etc.|A.I.C.T.E|2.0|Software - Web App development|Complicated
98| Portal to send bulk email and SMS having various features like log generation, notification of failure of SMS and/or email delivery, scheduling of SMS/emails, scheduler alert/notification system, user’s creation with different role and responsibilities, read & unread status, provision of importing contact details from excel worksheets, customizing emails with name of the receiver etc.|A.I.C.T.E|2.0|Software - Web App development|Complicated
99|" •	Using this system organizing Bureau/cell will initiate the event by deciding on the following point:
•	List of various committees (including members)
•	List of involved Bureaus or cells 
•	Role and responsibilities of all concerned members and committees.
Required Features:
•	Booking of meeting room/auditorium
•	Communication to all the bureaus/members regarding meetings through email and SMS alerts.
•	A separate interface to intimate canteen for refreshment/Lunch/dinner arrangements
•	An interface of this system to update the information on AICTE social media like Facebook & Twitter page.
•	Report Generation
•	Activity Log
•	Dashboard.
•	Any other relevant features"|A.I.C.T.E|3.0|Software - Web App development|Complicated
100| An app for officer to update their availability status. Portal to display the same information. In case officer forgets to update their availability status and status may be updated according to GPS location through their phone (at the earliest).|A.I.C.T.E|9.0|Software - Mobile App development|Complicated
101| In rural India many PHCs have been set up under Govt. of India initiatives. But the availability of Doctors, Nurses and health counsellors are still very low. As a result, the delivery of child occurs in absence of expert leading to risk of life of the mother and child. Also, new-born / infant is not getting proper nutrition due to lack of awareness among the rural area despite presence of “Aangan Bari Kendra”. Due to this the infant mortality rate in country like India is high which needs technological intervention.|DI PATNA|1.0|Healthcare & Biomedical Devices|Complicated
102| The death of women during delivery of child in rural area in the country is still a case to be addressed. The lack of awareness in rural areas, the unavailability of doctors and health counsellors in the PHCs, lack of education on women / mother heal, lack of hygiene and sanitation are the prime cause of such death which needs to be addressed.|DI PATNA|8.0|Healthcare & Biomedical Devices|Complicated
103| Now a day the declaration of biometric and other personal data has been imposed not only by the Govt., but by many private entities also. There is no proper mechanism and assurance that these data will be kept safe by such agencies. This is a giant problem and the Hon’ble Supreme Court of India has also intervened into this matter. Hence, technological solution must be devised to prevent the loss, misuse of such data on Internet.|DI PATNA|1.0|Security & Surveillance|Complicated
104| In current scenario it is seen that farmers are dying being victim of the lightning while they are working in the agriculture field/ farm due to lack of advance information of lightning. Such deaths is increasing day by day. There should be some provision of providing the information in advance through Mobile based application and satellite communication to make them alert and leave the place before lightning occurs|CTTC,Bhubaneswar|2.0|Smart Communication|Complicated
105| Some of the issues hindering problem solving and Knowledge are transparency amongst the organisation are collaboration, innovative culture, and team approach. The Problem solving, and Knowledge Sharing is a critical and vital organizational resource that aids to achieve efficiency, effectiveness, sustenance, innovation, and competitive advantage in the global competitive and dynamic business environment. An Awareness campaign can be initiated by the MSME to the academicians in terms of technical schemes and Quality management programmes/services|CTTC,Bhubaneswar|1.0|Miscellaneous|Complicated
